,latitude,longitude,depth,d13C,Core,speciesNam,age_calkaB,d18O,Author,FileName,sitename,datadoi,predicted_cluster,cluster,cen_x,cen_y,c
279,-7.889,148.203,842,1.12,GeoB17436-3,"Cib.w, wuellerstorfi, CW",,2.04,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
280,-7.27,147.34,1001,0.5,GeoB17435-2,"Cib.w, wuellerstorfi, CW",,2.18,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
281,-4.1,145.201,1606,0.31,GeoB17429-1,"Cib.w, wuellerstorfi, CW",,2.54,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
282,-2.815,144.499,1883,0.47,GeoB17419-2,"Cib.w, wuellerstorfi, CW",,2.63,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
283,-2.189,150.861,1366,0.58,GeoB17426-2,"Cib.w, wuellerstorfi, CW",,2.3,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
284,-1.38,147.174,2217,0.47,GeoB17424-2,"Cib.w, wuellerstorfi, CW",,2.69,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
285,0.586,-156.659,3362,0.18,ML1208-18GC,"Cib.w, wuellerstorfi, CW",,2.75,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
286,2.769,-159.291,3331,0.43,ML1208-27BB,"Cib.w, wuellerstorfi, CW",,2.69,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
287,2.972,-159.198,3153,0.34,ML1208-28BB,"Cib.w, wuellerstorfi, CW",,2.57,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
288,4.683,-160.052,2857,0.35,ML1208-31BB,"Cib.w, wuellerstorfi, CW",,2.5,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
289,7.044,-161.635,2798,0.145,ML1208-37BB,"Cib.w, wuellerstorfi, CW",,2.47,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
290,-46.07,-75.69,1540,0.47,MD07-3088,"Cib.w, wuellerstorfi, CW",,2.59,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
291,-41.6,-74.96,1610,0.35,MD07-3100,"Cib.w, wuellerstorfi, CW",,2.65,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
292,-41.6,-74.96,1610,-0.23,MD07-3100,kullenbergi,,2.66,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
293,-41.6,-74.96,1610,0.14,MD07-3100,"pachyderma, C. pachyderma",,2.59,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
294,-41.6,-74.96,1610,-0.54,MD07-3100,unassigned,,2.61,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
295,-15.54,146.94,1630,0.58,SI51-GC-21,"Cib.w, wuellerstorfi, CW",,2.4,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
296,-8.52,128.15,1768,0.34,MD98-2172,"Cib.w, wuellerstorfi, CW",,2.41,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
297,-5.78,126.97,3163,0.24,SHI90-14,"Cib spp, cib",,2.57,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
298,-5.0,133.45,2382,0.08,MD98-2175,"Cib.w, wuellerstorfi, CW",,2.13,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
299,-5.0,133.45,2382,0.1,MD98-2175,"Cib.w, wuellerstorfi, CW",,2.14,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
300,3.3,132.11,3574,0.23,MD98-2182,"Cib.w, wuellerstorfi, CW",,2.89,,,,,2,0,2.7160713812868216,0.24484144573643407,#DF2020
301,-33.53,166.53,2858,0.46,Z2112,"Cib.w, wuellerstorfi, CW",,2.56,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
302,-36.2,176.89,2541,0.487612,125JPC,"Cib.w, wuellerstorfi, CW",,2.67227625,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
303,-36.74,176.64,1627,0.612607,83TC,"Cib.w, wuellerstorfi, CW",,2.498396042,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
304,-36.93,177.44,2045,0.368,H214,"Cib.w, wuellerstorfi, CW",,2.598,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
305,-36.96,176.59,1165,0.971114,79JPC,"Cib.w, wuellerstorfi, CW",,2.271445424,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
306,-37.26,176.64,663,1.45723,87TC,"Cib spp, cib",,1.582656641,,,,,1,1,2.004168434173913,1.4730074782608695,#81DF20
307,-39.88,177.67,3836,0.504624,41JPC,"Cib.w, wuellerstorfi, CW",,2.773178333,,,,,0,0,2.7160713812868216,0.24484144573643407,#DF2020
